age,educ,black,hisp,married,nodegr,re74,re75,re78,u74,u75,treat
51,12,0,0,1,0,25862.32031,25243.55078,8063.954102,0,0,0
37,16,0,0,1,0,15282.28027,13857.09961,11474.5498,0,0,0
44,5,0,0,1,1,12729.36035,12747.09961,13368.99023,0,0,0
35,13,0,0,1,0,7268.879883,6001.161133,6958.61377,0,0,0
51,12,0,0,1,0,11755.59961,10741.94043,8866.359375,0,0,0
19,12,0,0,0,0,4498.477051,8403.774414,990.0767822,0,0,0
35,13,0,0,1,0,25862.32031,11950.40039,25564.66992,0,0,0
55,4,0,0,1,1,5487.905762,4798.064941,0,0,0,0
55,3,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
37,8,0,0,1,1,25862.32031,20262.86914,25564.66992,0,0,0
34,12,0,0,1,0,13172.15039,13968.09961,15697.88965,0,0,0
20,14,0,0,0,0,6867.22998,4912.64502,10713.51953,0,0,0
19,11,0,0,0,1,0,4909.064941,5216.375,1,0,0
37,12,0,0,1,0,17214.11914,16759.21094,23052.5293,0,0,0
16,10,0,0,0,1,0,4567.112793,15525,1,0,0
50,12,0,0,1,0,21604.83984,14655.58008,21413.74023,0,0,0
38,4,1,0,1,1,11720.33008,8486.128906,15464.41016,0,0,0
16,10,1,0,0,1,0,0,1730.417969,1,1,0
32,8,1,0,1,1,2621.499023,2941.5,0,0,0,0
47,8,1,0,1,1,9275.168945,8543.418945,0,0,0,0
30,12,0,0,1,0,25862.32031,23431.74023,25564.66992,0,0,0
53,16,0,0,0,0,8889.193359,7986.628906,10485.9502,0,0,0
28,11,1,0,0,1,11475.42969,10575.44043,8996.399414,0,0,0
24,12,0,0,1,0,405.5682068,445.7903137,0,0,0,0
23,13,0,0,1,0,25013.96094,25243.55078,20844.81055,0,0,0
50,10,0,0,1,1,12982.09961,13932.29004,16755.93945,0,0,0
27,9,0,0,1,1,3066.25293,682.112915,14994.49023,0,0,0
42,12,0,0,1,0,11185.4502,9639.09668,1418.618042,0,0,0
28,13,0,0,1,0,23611.11914,22237.59961,25564.66992,0,0,0
36,9,0,0,1,1,20172.60938,18128.81055,18594.23047,0,0,0
51,2,0,0,1,1,18926.51953,11381.08008,25564.66992,0,0,0
20,6,1,0,0,1,5834.696777,5331.581055,2801.77002,0,0,0
18,8,1,0,0,1,6912.292969,8711.709961,12358.23047,0,0,0
16,10,1,0,0,1,438.8757935,2225.371094,11570.59961,0,0,0
29,15,1,0,0,0,525.0834961,0,0,0,1,0
35,11,1,0,1,1,14189.00977,14913.38965,15424.50977,0,0,0
34,10,0,0,1,1,16336.37012,12965.51953,11953.33008,0,0,0
32,12,0,0,1,0,23775.69922,24878.32031,25564.66992,0,0,0
22,12,1,0,0,0,3724.565918,4427.467773,8199.905273,0,0,0
24,5,0,0,1,1,20372.46094,18445.68945,14175.83008,0,0,0
29,12,0,0,1,0,17909.66016,21936.82031,21020.66016,0,0,0
28,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
22,13,0,0,1,0,0,161.1289978,0,1,0,0
31,10,0,0,1,1,15834.79004,20667.48047,11031.23047,0,0,0
37,12,0,0,1,0,25862.32031,19054.40039,23092.42969,0,0,0
41,7,0,0,1,1,12118.07031,15991.16016,12909.41992,0,0,0
35,9,0,0,1,1,17919.44922,19831.40039,24713.5,0,0,0
36,12,0,0,1,0,20885.7793,21070.31055,13361.59961,0,0,0
26,6,1,0,0,1,17986.07031,14856.09961,18775.99023,0,0,0
20,10,1,0,0,1,5638.77002,8228.323242,5735.057129,0,0,0
25,14,1,0,1,0,17039.74023,15207,17211.08008,0,0,0
32,9,0,0,1,1,18438.66016,15876.58008,20507.89063,0,0,0
28,10,0,0,1,1,25552.75977,21627.09961,23761.83984,0,0,0
31,8,0,0,1,1,15491.91992,14088.0498,20315.7793,0,0,0
49,12,0,0,1,0,8509.095703,3136.64502,10058.87988,0,0,0
55,0,0,0,1,1,4269.242188,4024.64502,4377.025879,0,0,0
47,8,0,0,1,1,15444.90039,14995.74023,17106.16016,0,0,0
23,12,0,0,1,0,15636.91016,1983.677002,6218.272949,0,0,0
25,9,0,0,1,1,13485.62988,12942.24023,14231.98047,0,0,0
54,11,0,0,1,1,25862.32031,10020.44043,0,0,0,0
30,13,0,0,1,0,25862.32031,20320.16016,25158.28906,0,0,0
31,10,0,0,1,1,17165.14063,21086.41992,0,0,0,0
34,11,0,0,1,1,19962.9707,18827.0293,21830.44922,0,0,0
35,6,0,0,1,1,24819.99023,21317.36914,22220.57031,0,0,0
54,15,0,0,1,0,14435.87988,15053.03027,16037.76953,0,0,0
51,17,0,0,1,0,18107.53906,17385.82031,20568.48047,0,0,0
46,13,0,0,1,0,14561.26953,13008.48047,13181.32031,0,0,0
20,12,0,0,0,0,7719.51123,7424.467773,12127.7002,0,0,0
24,13,0,0,1,0,11896.66992,7945.452148,1052.140991,0,0,0
38,12,0,0,1,0,21593.08008,21412.25977,25564.66992,0,0,0
47,8,1,0,1,1,11303.00977,12233.26953,0,0,0,0
29,12,1,0,0,0,0,0,7044.323242,1,1,0
17,11,1,0,0,1,638.7210083,642.7258301,6301.025879,0,0,0
24,12,1,0,0,0,10149,10242.44043,7862.98291,0,0,0
48,15,1,0,1,0,22782.34961,18576.39063,20676.34961,0,0,0
31,6,0,0,1,1,17404.16992,15796.01953,19690.71094,0,0,0
47,12,0,0,0,0,21542.14063,21782.84961,22204.32031,0,0,0
37,4,1,0,1,1,5646.606934,1955.031982,3141.646973,0,0,0
21,16,0,0,0,0,4077.233887,2644.305908,21885.13086,0,0,0
48,7,0,0,0,1,7531.421875,8940.871094,3174.156982,0,0,0
18,9,0,0,0,1,0,1002.580994,4255.853027,1,0,0
41,12,0,0,1,0,2725.340088,5977.887207,17287.91992,0,0,0
28,12,0,0,1,0,11514.61035,12700.5498,11870.58008,0,0,0
29,10,0,0,1,1,7784.166992,17384.0293,15702.32031,0,0,0
51,12,0,0,1,0,0,0,0,1,1,0
31,12,0,0,1,0,2231.60498,0,0,0,1,0
37,16,0,0,1,0,19518.2207,16503.18945,9268.300781,0,0,0
40,12,0,0,0,0,19038.19922,20753.41992,14054.66016,0,0,0
48,12,0,0,1,0,21160.08008,21215.32031,22260.4707,0,0,0
45,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
33,13,0,0,1,0,19573.08008,19215.5293,21101.93945,0,0,0
51,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,16,1,0,1,0,0,0,25564.66992,1,1,0
16,9,0,1,0,1,0,0,0,1,1,0
50,12,1,0,1,0,25862.32031,24155.0293,22155.55078,0,0,0
17,11,1,0,0,1,0,75.19355011,10769.66992,1,0,0
22,14,0,0,1,0,1222.582031,236.3226013,1663.920044,0,0,0
21,12,0,1,0,0,10928.79004,10063.40039,9417.550781,0,0,0
21,12,0,0,0,0,2827.221924,4056.871094,5937.504883,0,0,0
30,14,0,0,1,0,18375.96094,16279.40039,13651.24023,0,0,0
40,17,0,0,1,0,0,25243.55078,24286.43945,1,0,0
47,11,0,0,1,1,3673.625,3195.726074,1417.140015,0,0,0
47,10,0,0,1,1,18187.86914,13957.34961,15462.92969,0,0,0
51,17,0,0,1,0,0,0,0,1,1,0
35,9,0,0,1,1,0,0,0,1,1,0
21,12,0,0,1,0,9529.874023,17421.63086,17811.03906,0,0,0
21,12,0,0,1,0,10891.55957,13243.01953,22078.71094,0,0,0
49,10,0,0,1,1,25862.32031,25243.55078,24666.21094,0,0,0
20,12,0,0,0,0,14706.25977,15224.90039,23911.08984,0,0,0
38,9,0,0,0,1,15151.00977,15631.30957,18746.43945,0,0,0
51,7,0,0,1,1,10356.67969,9657,22493.94922,0,0,0
23,15,0,0,0,0,2298.219971,8965.93457,15972.75,0,0,0
37,12,0,0,1,0,15466.4502,15486.29004,16785.5,0,0,0
39,12,0,0,0,0,16820.31055,13328.9502,20172.44922,0,0,0
50,12,0,0,1,0,16865.36914,16000.11035,21976.75,0,0,0
16,10,0,0,0,1,0,1450.161011,16919.9707,1,0,0
40,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
16,10,0,0,0,1,0,0,771.373291,1,1,0
48,13,1,0,1,0,20417.51953,21777.48047,25564.66992,0,0,0
31,9,0,0,1,1,19794.4707,17428.78906,19235.57031,0,0,0
39,12,0,0,1,0,19794.4707,18537,23934.74023,0,0,0
26,14,0,0,1,0,21881.08984,25243.55078,25564.66992,0,0,0
31,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
25,12,0,0,0,0,16649.84961,16859.4707,21490.58008,0,0,0
42,4,1,0,1,1,13912.75,13262.70996,13770.92969,0,0,0
50,2,0,1,1,1,23301.56055,24760.16016,25564.66992,0,0,0
17,10,0,1,0,1,0,902.3225708,7084.221191,1,0,0
40,4,0,1,1,1,6091.359863,3369.386963,4966.63916,0,0,0
17,7,0,1,0,1,0,2082.14502,6460.621094,1,0,0
18,8,0,1,0,1,0,902.3225708,1306.310059,1,0,0
30,6,0,1,1,1,9300.639648,9225.532227,20753.18945,0,0,0
51,3,0,1,1,1,8144.671875,13040.70996,11638.57031,0,0,0
30,9,0,0,1,1,23203.59961,21021.9707,25564.66992,0,0,0
55,6,0,0,1,1,14132.19043,12815.12988,14388.62012,0,0,0
25,10,0,0,1,1,11594.94043,17070.73047,18214.46094,0,0,0
52,12,0,0,1,0,6777.104004,7798.64502,15120.09961,0,0,0
32,12,0,0,1,0,24279.23047,18155.66016,25564.66992,0,0,0
42,18,0,0,1,0,25862.32031,25243.55078,22214.66016,0,0,0
40,12,0,0,1,0,1826.036987,0,0,0,1,0
31,9,0,0,1,1,19643.60938,18997.10938,22408.25,0,0,0
22,10,0,0,1,1,25862.32031,23897.23047,1477.727051,0,0,0
20,11,1,0,0,1,7298.269043,8425.257813,9339.232422,0,0,0
23,12,0,0,0,0,0,0,3902.676025,1,1,0
49,12,0,0,1,0,22472.78906,24627.67969,0,0,0,0
23,16,1,0,0,0,1469.449951,19602.24023,23429.34961,0,0,0
48,12,0,0,1,0,0,0,0,1,1,0
44,10,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
16,9,0,0,0,1,0,0,4065.226074,1,1,0
37,12,0,0,1,0,25862.32031,18028.55078,25564.66992,0,0,0
44,7,0,0,1,1,6056.094238,914.8547974,6497.563965,0,0,0
19,8,0,0,0,1,5464.39502,2082.14502,8244.237305,0,0,0
38,2,0,0,1,1,2991.800049,1826.129028,967.9108887,0,0,0
33,14,0,0,1,0,22506.09961,23340.43945,25564.66992,0,0,0
53,8,0,0,1,1,24236.13086,21818.66016,25564.66992,0,0,0
51,6,1,0,1,1,12780.2998,12850.94043,18013.49023,0,0,0
41,6,1,0,1,1,15051.08984,13543.79004,0,0,0,0
26,12,0,0,1,0,17615.76953,22946.56055,23614.07031,0,0,0
36,9,0,0,1,1,16626.33984,15359.17969,14953.12012,0,0,0
23,11,0,0,1,1,20104.03906,17591.71094,21199.4707,0,0,0
51,15,0,0,1,0,0,0,0,1,1,0
45,12,0,0,1,0,0,0,0,1,1,0
46,12,0,0,1,0,16743.89063,16445.90039,17302.69922,0,0,0
21,12,0,0,0,0,12547.13965,13857.09961,19328.66016,0,0,0
22,12,0,0,1,0,18360.28906,17613.18945,23387.98047,0,0,0
28,12,0,0,1,0,18070.32031,15910.59961,0,0,0,0
51,14,0,0,0,0,25752.59961,25243.55078,25564.66992,0,0,0
47,10,0,0,1,1,0,0,0,1,1,0
25,12,0,0,1,0,1822.118042,93.09677124,0,0,0,0
29,12,0,0,1,0,15127.5,5295.773926,2707.195068,0,0,0
48,5,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
32,8,0,0,1,1,12987.98047,11821.5,14956.07031,0,0,0
40,12,0,0,1,0,16888.88086,10346.26953,14372.37012,0,0,0
54,8,0,0,1,1,15981.74023,14709.29004,15888.51953,0,0,0
18,8,0,0,1,1,6469.499023,12333.53027,21669.38086,0,0,0
52,6,1,0,1,1,3023.148926,3066.822998,4186.398926,0,0,0
45,8,1,0,1,1,8044.749023,12288.76953,9349.576172,0,0,0
30,8,0,1,1,1,6342.146973,19.69355011,10449,0,0,0
29,9,0,1,1,1,10783.7998,11286.19043,25564.66992,0,0,0
30,12,0,0,1,0,19814.07031,22968.05078,20478.33008,0,0,0
28,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
22,12,0,0,1,0,877.7515259,0,0,0,1,0
32,13,0,0,1,0,22799.99023,21709.44922,16463.34961,0,0,0
24,12,0,0,1,0,21406.94922,25243.55078,25564.66992,0,0,0
35,8,0,0,0,1,3652.072998,5661,1334.386963,0,0,0
51,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
41,12,0,0,1,0,14463.30957,14759.41992,18944.44922,0,0,0
53,8,0,0,0,1,0,0,0,1,1,0
46,10,0,0,1,1,10237.16992,7959.773926,13111.87012,0,0,0
38,12,0,0,1,0,18744.31055,19194.05078,15160,0,0,0
40,12,0,0,1,0,8585.506836,15110.32031,0,0,0,0
18,11,0,0,0,1,766.0733032,3081.14502,6790.153809,0,0,0
41,14,0,0,1,0,25862.32031,7573.064941,0,0,0,0
35,14,0,0,1,0,21199.26953,20633.4707,25564.66992,0,0,0
22,13,0,0,0,0,7954.623047,7259.757813,0,0,0,0
38,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
48,18,0,0,1,0,0,0,0,1,1,0
19,12,0,0,0,0,0,3220.790039,3180.068115,1,0,0
50,12,0,0,1,0,4813.918945,0,0,0,1,0
35,10,1,0,1,1,12419.79004,11896.69043,0,0,0,0
24,14,1,0,1,0,12551.05957,11031.96973,18251.40039,0,0,0
20,12,1,0,1,0,2648.928955,4273.5,0,0,0,0
38,10,0,0,1,1,4565.091797,11733.76953,15454.05957,0,0,0
27,13,0,0,1,0,25862.32031,0,25564.66992,0,1,0
47,13,0,0,0,0,19984.51953,12525.09961,16846.08008,0,0,0
25,12,0,0,1,0,21318.7793,23199,25564.66992,0,0,0
51,6,0,1,1,1,0,0,0,1,1,0
17,11,0,1,0,1,0,1428.677002,14991.54004,1,0,0
39,12,0,1,1,0,25862.32031,25243.55078,25564.66992,0,0,0
33,12,0,1,1,0,14494.66016,9782.323242,21183.21094,0,0,0
51,10,0,0,1,1,23417.16016,16999.10938,24109.10938,0,0,0
29,15,0,0,1,0,13178.03027,17215.74023,23614.07031,0,0,0
27,12,0,0,0,0,25862.32031,18359.75977,25564.66992,0,0,0
52,0,0,1,1,1,18675.73047,15529.25977,13052.75977,0,0,0
28,6,0,1,1,1,13148.63965,13844.55957,18077.0293,0,0,0
44,5,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
35,12,0,0,1,0,21977.09961,21356.75977,25564.66992,0,0,0
24,16,0,0,1,0,15636.91016,16426.21094,19149.85938,0,0,0
31,16,0,0,1,0,13083.98047,9424.257813,8601.845703,0,0,0
28,8,1,0,1,1,14045.98047,13246.59961,12081.88965,0,0,0
32,13,0,1,1,0,1491.001953,0,25564.66992,0,1,0
23,16,0,0,1,0,3558.029053,10059.82031,23736.7207,0,0,0
48,14,0,0,1,0,24569.21094,21539.36914,22785.07031,0,0,0
45,12,0,0,1,0,21324.66016,23370.86914,18196.73047,0,0,0
30,12,0,0,1,0,9584.733398,9606.871094,25564.66992,0,0,0
44,12,0,0,1,0,19363.42969,18651.58008,20914.25977,0,0,0
17,10,0,0,0,1,0,0,9407.207031,1,1,0
34,12,0,0,1,0,21984.92969,23367.28906,24129.80078,0,0,0
54,11,0,0,1,1,15971.94043,9744.725586,0,0,0,0
23,8,0,0,1,1,3595.254883,4866.097168,2782.559082,0,0,0
48,12,0,0,1,0,21591.11914,20839.34961,20550.74023,0,0,0
54,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
26,15,0,0,1,0,25862.32031,23551.68945,0,0,0,0
22,12,0,0,1,0,18493.51953,18205.78906,20524.14063,0,0,0
20,12,0,0,0,0,7835.10791,12290.55957,19878.38086,0,0,0
22,12,0,1,1,0,13066.34961,17190.67969,20354.21094,0,0,0
19,12,0,0,1,0,1861.302979,5490.918945,15502.83008,0,0,0
20,12,0,0,0,0,8516.932617,3143.805908,3172.678955,0,0,0
22,12,0,0,1,0,23634.64063,23639.41992,25564.66992,0,0,0
22,15,0,1,0,0,0,1781.370972,25564.66992,1,0,0
27,17,0,0,1,0,2498.064941,0,19210.44922,0,1,0
55,8,0,1,0,1,25862.32031,25243.55078,25564.66992,0,0,0
29,16,0,0,0,0,21649.90039,22511.51953,25564.66992,0,0,0
41,14,0,0,1,0,0,0,22409.7207,1,1,0
16,9,0,1,0,1,144.9857025,0,9014.131836,0,1,0
20,14,0,0,0,0,2897.756104,3736.403076,7762.498047,0,0,0
22,12,0,0,0,0,0,1980.097046,19581.34961,1,0,0
19,12,0,0,0,0,6871.148926,4626.193848,19316.83984,0,0,0
32,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
25,14,0,0,1,0,17666.71094,17419.83984,25134.65039,0,0,0
35,16,0,0,0,0,9612.163086,24416.41992,25564.66992,0,0,0
24,12,0,0,0,0,4396.595215,4943.081055,25564.66992,0,0,0
31,12,0,0,1,0,17647.11914,21301.25977,25564.66992,0,0,0
39,12,0,0,1,0,20854.43945,19618.34961,21907.30078,0,0,0
32,12,0,0,1,0,24763.16992,16718.0293,25564.66992,0,0,0
26,16,0,0,0,0,16361.83984,6910.64502,17067.74023,0,0,0
23,12,0,0,0,0,11994.62988,10546.79004,888.1137085,0,0,0
33,16,0,0,1,0,23454.38086,25243.55078,13898.01953,0,0,0
29,15,0,0,1,0,19236.08008,23401.31055,25564.66992,0,0,0
32,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,14,0,0,1,0,25862.32031,25243.55078,2760.393066,0,0,0
51,12,0,0,0,0,20742.75977,2538.677002,1019.630981,0,0,0
44,7,0,1,1,1,21436.33984,20067.73047,20129.58984,0,0,0
20,12,0,1,0,0,7609.791992,9771.581055,5634.570801,0,0,0
34,12,0,1,1,0,23309.40039,21557.26953,25564.66992,0,0,0
41,13,0,1,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,18,0,1,1,0,7909.560059,7462.064941,25564.66992,0,0,0
46,10,0,1,1,1,25862.32031,23657.32031,25564.66992,0,0,0
42,12,0,1,1,0,21561.73047,24258.86914,25564.66992,0,0,0
24,12,0,1,1,0,22995.91016,25243.55078,12708.4502,0,0,0
48,11,0,0,1,1,0,0,0,1,1,0
43,18,0,0,0,0,12292.44043,9877.209961,15459.98047,0,0,0
50,13,0,0,0,0,9567.099609,9173.613281,10117.99023,0,0,0
53,4,0,1,1,1,6099.198242,11527.88965,16791.41016,0,0,0
31,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
33,10,1,0,0,1,0,0,0,1,1,0
30,11,1,0,1,1,356.5866089,3947.660889,7329.523926,0,0,0
35,17,0,0,0,0,0,0,6033.558105,1,1,0
37,13,1,0,1,0,25862.32031,25243.55078,25244,0,0,0
55,12,1,0,1,0,18636.55078,18685.59961,20441.39063,0,0,0
41,18,0,0,0,0,0,0,0,1,1,0
29,13,0,0,0,0,17022.10938,17074.31055,25564.66992,0,0,0
36,14,0,0,1,0,25862.32031,25243.55078,11348.94043,0,0,0
37,16,0,0,1,0,23812.92969,24898.01953,25564.66992,0,0,0
30,15,0,0,1,0,20317.59961,17996.32031,3728.303955,0,0,0
39,14,0,0,1,0,20301.91992,25243.55078,25564.66992,0,0,0
26,14,0,0,0,0,1622.272949,230.9515991,0,0,0,0
28,16,0,0,0,0,23664.01953,23796.9707,25220.35938,0,0,0
28,17,0,0,0,0,25599.7793,25243.55078,25564.66992,0,0,0
29,14,0,0,0,0,5364.473145,13584.96973,10369.20996,0,0,0
31,16,0,0,1,0,25862.32031,3254.805908,25564.66992,0,0,0
28,18,0,0,1,0,0,2508.241943,21521.60938,1,0,0
27,14,0,0,0,0,13716.83008,15205.20996,22324.01953,0,0,0
33,16,0,0,0,0,15282.28027,15683.23047,17985.41016,0,0,0
49,16,1,0,0,0,25601.74023,25243.55078,2831.323975,0,0,0
46,11,1,0,1,1,0,0,0,1,1,0
17,9,1,0,0,1,0,0,0,1,1,0
55,8,1,0,1,1,1328.383057,1498.5,1631.410034,0,0,0
36,8,0,0,1,1,22549.19922,22371.86914,0,0,0,0
43,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
32,18,0,0,0,0,468.264801,1398.241943,456.6174927,0,0,0
38,14,0,0,1,0,19686.71094,20526.05078,22720.05078,0,0,0
21,13,0,0,0,0,0,2123.322998,3533.243896,1,0,0
28,13,0,0,1,0,0,1500.290039,0,1,0,0
20,11,0,1,1,1,4410.310059,2100.048096,5503.054199,0,0,0
33,14,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
52,12,0,0,1,0,0,0,0,1,1,0
19,13,0,0,0,0,1379.323975,5730.823242,21549.68945,0,0,0
31,13,0,0,1,0,0,0,0,1,1,0
40,11,0,0,1,1,20666.34961,8502.242188,25564.66992,0,0,0
35,11,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
21,12,0,0,0,0,11835.92969,14798.80957,25564.66992,0,0,0
20,14,0,0,0,0,1216.704956,0,10932.21973,0,1,0
23,8,0,0,1,1,6369.576172,10972.88965,8145.229004,0,0,0
55,11,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
37,11,0,0,1,1,16052.26953,15581.17969,25564.66992,0,0,0
33,18,0,0,1,0,3221.034912,2302.35498,1709.72998,0,0,0
35,16,0,1,1,0,15799.53027,0,17490.36914,0,1,0
35,12,0,0,1,0,24912.08008,25243.55078,22941.71094,0,0,0
30,12,0,0,1,0,23040.98047,25128.9707,8411.219727,0,0,0
46,8,0,1,1,1,20090.32031,25243.55078,25564.66992,0,0,0
19,11,0,1,0,1,0,0,0,1,1,0
18,12,0,1,0,0,0,254.2257996,0,1,0,0
27,12,0,0,1,0,195.9266968,0,265.9908142,0,1,0
40,12,0,0,1,0,19921.82031,15869.41992,24973.58008,0,0,0
30,13,0,1,1,0,25294.13086,24740.4707,25564.66992,0,0,0
49,8,0,1,1,1,0,0,0,1,1,0
35,12,0,0,1,0,12276.76953,13328.9502,6968.958984,0,0,0
27,13,0,1,1,0,0,4252.016113,17695.7793,1,0,0
49,9,0,0,1,1,21375.59961,25243.55078,18603.09961,0,0,0
19,13,0,0,0,0,2362.875977,529.9354858,1127.505005,0,0,0
44,12,0,0,1,0,10656.4502,13776.53027,1615.155029,0,0,0
20,14,0,0,0,0,3740.23999,3405.194092,1455.561035,0,0,0
38,12,0,0,1,0,25862.32031,25243.55078,19105.5293,0,0,0
44,16,0,0,1,0,11167.82031,18472.55078,3565.753906,0,0,0
22,16,0,0,1,0,576.0244141,3084.726074,22380.16992,0,0,0
29,15,0,0,0,0,9032.219727,9716.081055,8714.154297,0,0,0
40,14,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
30,10,0,1,0,1,19036.24023,17194.25977,11651.87012,0,0,0
53,18,0,1,0,0,7010.256836,13606.4502,14734.41016,0,0,0
55,17,0,0,0,0,25862.32031,25243.55078,25564.66992,0,0,0
32,12,0,1,1,0,19727.85938,19607.60938,21313.25,0,0,0
41,12,0,1,0,0,25862.32031,22183.89063,25564.66992,0,0,0
55,14,0,0,1,0,6769.26709,2805.435059,1802.82605,0,0,0
33,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
28,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
47,15,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
46,15,1,0,1,0,21512.75,22106.90039,25564.66992,0,0,0
16,10,1,0,0,1,0,725.0806274,3063.326904,1,0,0
19,12,0,0,1,0,7139.567871,5696.806152,14252.66992,0,0,0
26,12,0,0,1,0,16263.87012,25118.23047,25564.66992,0,0,0
33,16,0,0,1,0,24686.75977,25241.75977,25564.66992,0,0,0
42,9,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
44,13,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
17,9,0,0,0,1,0,597.9677124,7964.945801,1,0,0
30,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
40,14,0,0,1,0,21471.59961,23483.66016,25564.66992,0,0,0
25,12,0,0,1,0,8179.938965,15928.5,14496.5,0,0,0
26,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
31,12,0,0,1,0,24569.21094,25243.55078,25564.66992,0,0,0
33,12,0,0,1,0,19882.64063,19754.41992,19501.56055,0,0,0
31,16,0,0,1,0,25862.32031,25162.98047,25564.66992,0,0,0
27,12,0,0,1,0,16020.91992,20966.4707,24791.82031,0,0,0
37,12,0,0,1,0,24077.42969,23277.76953,11512.96973,0,0,0
24,14,0,0,0,0,10256.75977,14632.30957,20639.41016,0,0,0
24,18,0,0,1,0,8127.039063,6438,0,0,0,0
30,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
45,9,0,0,1,1,23534.71094,22203.58008,21146.26953,0,0,0
23,15,0,0,0,0,0,4885.790039,11115.45996,1,0,0
30,12,0,1,1,0,8975.401367,6545.418945,10651.4502,0,0,0
33,12,0,0,1,0,19314.44922,20619.15039,21319.16016,0,0,0
30,12,0,0,1,0,19402.61914,13302.09961,24426.82031,0,0,0
18,10,0,1,0,1,8379.78418,3172.451904,5192.730957,0,0,0
39,13,0,0,1,0,7376.640137,6429.047852,4102.168945,0,0,0
31,14,0,0,1,0,18618.91016,1229.952026,25564.66992,0,0,0
42,12,0,0,1,0,23364.25977,25243.55078,25564.66992,0,0,0
29,10,0,1,1,1,16228.61035,9067.984375,12087.7998,0,0,0
34,13,0,0,0,0,3205.360107,84.14515686,17293.83008,0,0,0
34,18,0,0,0,0,0,0,0,1,1,0
35,11,0,0,1,1,15158.84961,6131.85498,0,0,0,0
28,12,0,1,1,0,19674.96094,22441.68945,20575.85938,0,0,0
24,10,0,1,1,1,19288.98047,12442.74023,21827.5,0,0,0
23,12,0,0,1,0,14718.00977,12492.87012,15836.7998,0,0,0
23,13,1,0,1,0,13338.69043,13445.32031,15464.41016,0,0,0
42,6,0,0,1,1,25862.32031,17598.86914,20228.59961,0,0,0
54,12,0,0,1,0,13111.41016,20492.0293,24932.19922,0,0,0
25,12,0,0,0,0,1902.447998,3555.581055,1400.88501,0,0,0
29,14,0,0,0,0,0,0,0,1,1,0
45,7,0,1,1,1,18991.16992,18114.48047,18102.15039,0,0,0
53,12,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
18,12,0,0,0,0,2155.193115,5397.823242,15678.67969,0,0,0
41,12,0,0,1,0,25862.32031,25243.55078,0,0,0,0
19,12,0,0,0,0,2129.7229,10684.65039,13760.58984,0,0,0
45,10,0,0,1,1,0,8006.323242,0,1,0,0
53,9,0,0,1,1,12619.63965,9100.209961,8860.449219,0,0,0
24,18,0,0,0,0,5233.202148,22835.56055,0,0,0,0
28,18,0,0,0,0,17159.25977,22846.31055,25564.66992,0,0,0
42,18,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
44,16,0,0,1,0,25862.32031,25243.55078,25564.66992,0,0,0
32,16,0,0,1,0,18144.76953,20363.13086,25564.66992,0,0,0
43,8,0,0,1,1,25862.32031,25243.55078,25564.66992,0,0,0
31,12,0,0,0,0,0,0,0,1,1,0
22,14,0,0,1,0,1028.61499,13771.16016,25564.66992,0,0,0
30,12,0,0,1,0,10188.19043,16906.01953,25564.66992,0,0,0
41,9,0,1,1,1,22993.96094,17779.68945,23640.66992,0,0,0
28,17,0,1,0,0,16540.13086,17097.58008,18982.88086,0,0,0
23,16,0,1,0,0,9175.246094,14773.74023,17050.00977,0,0,0
